"Dataset","Source","Predator","PredatorWeight(g)","Prey","PreyWeight(g)","density2D(m2)","relativeDensity2D","density3D(m3)","relativeDensity3D","ForagingRate","DataType","SampleSize","DataNumber","Ratio"
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,314,,,,0.96,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,314,,,,0.96,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,314,,,,0.96,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,314,,,,0.96,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,314,,,,0.96,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,314,,,,0.96,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,629,,,,3.35,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,629,,,,3.35,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,629,,,,3.35,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,629,,,,3.35,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,629,,,,3.35,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,629,,,,3.35,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,629,,,,3.35,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,629,,,,3.35,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,629,,,,3.35,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,629,,,,3.35,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,1260,,,,7.66,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,1260,,,,7.66,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,1260,,,,7.66,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,1260,,,,7.66,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,1260,,,,7.66,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,1260,,,,7.66,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,1260,,,,7.66,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,1260,,,,7.66,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,1260,,,,7.66,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,1260,,,,7.66,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,2520,,,,15.3,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,2520,,,,15.3,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,2520,,,,15.3,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,2520,,,,15.3,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,2520,,,,15.3,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,2520,,,,15.3,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,2520,,,,15.3,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,2520,,,,15.3,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,2520,,,,15.3,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,2520,,,,15.3,"RawData",10,10,
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,5030,,,,29.9,"RawData",10,2,0.2
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,5030,,,,31.3,"RawData",10,2,0.2
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,10100,,,,47.7,"RawData",10,5,0.5
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,10100,,,,49.8,"RawData",10,5,0.5
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,10100,,,,53.4,"RawData",10,5,0.5
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,10100,,,,59.1,"RawData",10,5,0.5
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,10100,,,,64.1,"RawData",10,5,0.5
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,20100,,,,68.4,"RawData",10,7,0.7
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,20100,,,,70,"RawData",10,7,0.7
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,20100,,,,75.8,"RawData",10,7,0.7
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,20100,,,,87.7,"RawData",10,7,0.7
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,20100,,,,88.6,"RawData",10,7,0.7
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,20100,,,,94.8,"RawData",10,7,0.7
1053,"Seko 2008 APPL ENTOMOL ZOOL","Harmonia axyridis",,"Myzus persicae",0.001,20100,,,,95.1,"RawData",10,7,0.7
1054,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,314,,,,0,"RawData",,,
1054,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,314,,,,1,"RawData",,,
1054,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,314,,,,2,"RawData",,,
1054,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,629,,,,1,"RawData",,,
1054,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,629,,,,2,"RawData",,,
1054,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,629,,,,3,"RawData",,,
1054,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,943,,,,4,"RawData",,,
1054,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,943,,,,3,"RawData",,,
1054,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,943,,,,2,"RawData",,,
1054,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,943,,,,1,"RawData",,,
1054,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1260,,,,1,"RawData",,,
1054,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1260,,,,2,"RawData",,,
1054,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1260,,,,3,"RawData",,,
1054,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1260,,,,4,"RawData",,,
1054,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1570,,,,4,"RawData",,,
1054,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1570,,,,3,"RawData",,,
1054,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1570,,,,2,"RawData",,,
1054,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2360,,,,2,"RawData",,,
1054,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2360,,,,3,"RawData",,,
1054,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2360,,,,4,"RawData",,,
1054,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2360,,,,5,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,314,,,,0,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,314,,,,1,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,314,,,,2,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,629,,,,1,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,629,,,,2,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,629,,,,3,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,629,,,,4,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1260,,,,7,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1260,,,,6,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1260,,,,5,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1260,,,,4,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1260,,,,3,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1260,,,,2,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1260,,,,1,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1260,,,,0,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1890,,,,2,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1890,,,,4,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1890,,,,5,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1890,,,,6,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1890,,,,7,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2520,,,,7,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2520,,,,6,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2520,,,,5,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2520,,,,4,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2520,,,,1,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,3460,,,,4,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,3460,,,,5,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,3460,,,,6,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,3460,,,,7,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,4400,,,,8,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,4400,,,,7,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,4400,,,,6,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,4400,,,,5,"RawData",,,
1055,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,4400,,,,3,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,314,,,,1,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,314,,,,2,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,629,,,,1,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,629,,,,2,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,629,,,,3,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,629,,,,4,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1260,,,,1,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1260,,,,2,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1260,,,,5,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1260,,,,6,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1260,,,,7,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1260,,,,8,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2520,,,,1,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2520,,,,4,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2520,,,,5,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2520,,,,7,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2520,,,,9,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2520,,,,10,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2520,,,,11,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2520,,,,12,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2520,,,,13,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2520,,,,14,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,5030,,,,5,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,5030,,,,7,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,5030,,,,8,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,5030,,,,9,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,5030,,,,10,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,5030,,,,11,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,5030,,,,12,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,5030,,,,13,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,5030,,,,14,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,5030,,,,17,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,7070,,,,18,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,7070,,,,17,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,7070,,,,15,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,7070,,,,13,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,7070,,,,11,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,7070,,,,10,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,7070,,,,9,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,7070,,,,8,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,7070,,,,7,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,7070,,,,6,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,10200,,,,2,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,10200,,,,8,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,10200,,,,10,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,10200,,,,11,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,10200,,,,12,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,10200,,,,17,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,10200,,,,20,"RawData",,,
1056,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,10200,,,,21,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,314,,,,1,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,314,,,,2,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,629,,,,3,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,629,,,,4,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1260,,,,5,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1260,,,,6,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1260,,,,7,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,1260,,,,8,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2520,,,,1,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2520,,,,8,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2520,,,,9,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2520,,,,10,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2520,,,,15,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,2520,,,,16,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,5030,,,,11,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,5030,,,,14,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,5030,,,,17,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,5030,,,,22,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,5030,,,,24,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,5030,,,,25,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,5030,,,,29,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,5030,,,,31,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,5030,,,,32,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,10100,,,,25,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,10100,,,,26,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,10100,,,,28,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,10100,,,,29,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,10100,,,,30,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,10100,,,,31,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,10100,,,,32,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,10100,,,,33,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,10100,,,,36,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,10100,,,,39,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,10100,,,,42,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,10100,,,,44,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,10100,,,,51,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,10100,,,,54,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,15700,,,,19,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,15700,,,,20,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,15700,,,,30,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,15700,,,,32,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,15700,,,,33,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,15700,,,,34,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,15700,,,,43,"RawData",,,
1057,"Farhadi et al 2010 ENVIRON ENTOMOL","Hippodamia variegata",,"Aphis fabae",0.001,15700,,,,45,"RawData",,,
